cet_cest_timestamp,AT_price_day_ahead,DE_LU_price_day_ahead,DK_1_price_day_ahead,DK_2_price_day_ahead
2015-01-01T00:00:00+0100,,,,
2015-01-01T01:00:00+0100,35.0,,,
2015-01-01T02:00:00+0100,45.0,,16.04,16.04
2015-01-01T03:00:00+0100,41.0,,14.6,14.6
2015-01-01T04:00:00+0100,38.0,,14.95,14.95
2015-01-01T05:00:00+0100,35.0,,14.5,14.5
2015-01-01T06:00:00+0100,35.0,,10.76,10.76
2015-01-01T07:00:00+0100,36.0,,12.01,12.01
2015-01-01T08:00:00+0100,36.0,,12.39,12.39
2015-01-01T09:00:00+0100,41.0,,14.04,14.04
2015-01-01T10:00:00+0100,45.0,,14.68,14.68
2015-01-01T11:00:00+0100,50.0,,16.08,16.08
2015-01-01T12:00:00+0100,51.0,,16.08,16.08
2015-01-01T13:00:00+0100,48.0,,16.05,25.42
2015-01-01T14:00:00+0100,47.0,,16.04,26.78
2015-01-01T15:00:00+0100,46.0,,16.1,27.51
2015-01-01T16:00:00+0100,51.0,,23.93,28.32
2015-01-01T17:00:00+0100,61.0,,26.9,28.36
2015-01-01T18:00:00+0100,58.0,,26.36,28.18
2015-01-01T19:00:00+0100,54.0,,23.98,27.81
2015-01-01T20:00:00+0100,44.0,,16.09,16.09
2015-01-01T21:00:00+0100,35.0,,14.08,14.08
2015-01-01T22:00:00+0100,33.0,,12.44,12.44
2015-01-01T23:00:00+0100,21.0,,0.04,0.04
2015-01-02T00:00:00+0100,15.0,,-12.11,-12.11
2015-01-02T01:00:00+0100,9.0,,-19.63,-19.63
2015-01-02T02:00:00+0100,5.0,,-19.37,-19.37
2015-01-02T03:00:00+0100,-5.0,,-31.41,-31.41
2015-01-02T04:00:00+0100,-4.0,,-31.41,-31.41
2015-01-02T05:00:00+0100,-4.0,,-13.48,-13.48
2015-01-02T06:00:00+0100,9.0,,0.08,0.08
2015-01-02T07:00:00+0100,26.0,,10.06,28.37
2015-01-02T08:00:00+0100,36.0,,14.25,28.37
2015-01-02T09:00:00+0100,42.0,,14.56,28.32
2015-01-02T10:00:00+0100,41.0,,14.64,28.3
2015-01-02T11:00:00+0100,45.0,,15.08,28.39
2015-01-02T12:00:00+0100,47.0,,15.41,28.3
2015-01-02T13:00:00+0100,46.0,,14.52,28.24
2015-01-02T14:00:00+0100,44.0,,14.7,28.12
2015-01-02T15:00:00+0100,44.0,,14.66,28.23
2015-01-02T16:00:00+0100,53.0,,16.09,28.59
2015-01-02T17:00:00+0100,65.0,,25.1,28.73
2015-01-02T18:00:00+0100,62.0,,25.06,28.48
2015-01-02T19:00:00+0100,52.0,,18.34,28.38
2015-01-02T20:00:00+0100,41.0,,14.26,15.0
2015-01-02T21:00:00+0100,30.0,,12.22,12.22
2015-01-02T22:00:00+0100,28.0,,8.0,10.4
2015-01-02T23:00:00+0100,21.0,,-0.33,-0.33
2015-01-03T00:00:00+0100,6.0,,-0.08,-0.08
2015-01-03T01:00:00+0100,0.0,,-0.07,-0.07
2015-01-03T02:00:00+0100,-2.0,,-5.03,-5.03
2015-01-03T03:00:00+0100,-1.0,,0.01,0.01
2015-01-03T04:00:00+0100,2.0,,-0.04,-0.04
2015-01-03T05:00:00+0100,4.0,,0.03,0.03
2015-01-03T06:00:00+0100,8.0,,-8.67,-8.67
2015-01-03T07:00:00+0100,15.0,,4.46,4.46
2015-01-03T08:00:00+0100,16.0,,9.9,9.9
2015-01-03T09:00:00+0100,19.0,,14.29,14.29
2015-01-03T10:00:00+0100,22.0,,16.73,16.73
2015-01-03T11:00:00+0100,24.0,,22.31,22.31
2015-01-03T12:00:00+0100,24.0,,23.03,23.03
2015-01-03T13:00:00+0100,24.0,,22.4,22.4
2015-01-03T14:00:00+0100,27.0,,27.07,27.81
2015-01-03T15:00:00+0100,29.0,,28.29,28.37
2015-01-03T16:00:00+0100,32.0,,28.6,29.23
2015-01-03T17:00:00+0100,40.0,,28.88,29.53
2015-01-03T18:00:00+0100,41.0,,28.78,29.75
2015-01-03T19:00:00+0100,37.0,,28.54,29.46
2015-01-03T20:00:00+0100,31.0,,28.34,28.69
2015-01-03T21:00:00+0100,27.0,,27.26,27.93
2015-01-03T22:00:00+0100,21.0,,27.7,27.7
2015-01-03T23:00:00+0100,14.0,,14.27,14.27
2015-01-04T00:00:00+0100,14.0,,9.32,9.32
2015-01-04T01:00:00+0100,11.0,,0.1,0.1
2015-01-04T02:00:00+0100,9.0,,0.1,0.1
2015-01-04T03:00:00+0100,5.0,,0.1,0.1
2015-01-04T04:00:00+0100,2.0,,0.11,0.11
2015-01-04T05:00:00+0100,1.0,,6.8,6.8
2015-01-04T06:00:00+0100,-1.0,,14.95,14.95
2015-01-04T07:00:00+0100,3.0,,25.49,25.49
2015-01-04T08:00:00+0100,7.0,,26.28,27.63
2015-01-04T09:00:00+0100,11.0,,27.32,28.03
2015-01-04T10:00:00+0100,14.0,,27.56,28.24
2015-01-04T11:00:00+0100,18.0,,27.32,28.32
2015-01-04T12:00:00+0100,17.0,,27.08,28.24
2015-01-04T13:00:00+0100,13.0,,26.33,28.27
2015-01-04T14:00:00+0100,13.0,,27.42,28.32
2015-01-04T15:00:00+0100,14.0,,28.37,28.7
2015-01-04T16:00:00+0100,15.0,,28.65,29.58
2015-01-04T17:00:00+0100,23.0,,28.94,29.92
2015-01-04T18:00:00+0100,29.0,,29.59,29.91
2015-01-04T19:00:00+0100,29.0,,29.42,29.77
2015-01-04T20:00:00+0100,22.0,,28.92,29.45
2015-01-04T21:00:00+0100,20.0,,28.66,29.06
2015-01-04T22:00:00+0100,22.0,,29.03,29.03
2015-01-04T23:00:00+0100,14.0,,27.68,27.68
2015-01-05T00:00:00+0100,19.0,,28.19,29.06
2015-01-05T01:00:00+0100,18.0,,28.15,28.88
2015-01-05T02:00:00+0100,17.0,,28.13,28.87
2015-01-05T03:00:00+0100,16.0,,28.05,28.05
2015-01-05T04:00:00+0100,17.0,,28.04,29.34
2015-01-05T05:00:00+0100,21.0,,27.01,30.33
2015-01-05T06:00:00+0100,32.0,,27.6,31.39
2015-01-05T07:00:00+0100,38.0,,33.62,32.84
2015-01-05T08:00:00+0100,42.0,,38.15,38.15
2015-01-05T09:00:00+0100,45.0,,41.51,41.51
2015-01-05T10:00:00+0100,45.0,,40.46,40.46
2015-01-05T11:00:00+0100,47.0,,40.97,40.97
2015-01-05T12:00:00+0100,48.0,,40.72,40.72
2015-01-05T13:00:00+0100,48.0,,41.92,41.92
2015-01-05T14:00:00+0100,48.0,,42.0,42.0
2015-01-05T15:00:00+0100,49.0,,43.1,43.1
2015-01-05T16:00:00+0100,48.0,,46.7,46.7
2015-01-05T17:00:00+0100,58.0,,56.78,56.78
2015-01-05T18:00:00+0100,60.0,,58.84,58.84
2015-01-05T19:00:00+0100,52.0,,49.23,49.23
2015-01-05T20:00:00+0100,44.0,,44.32,44.32
2015-01-05T21:00:00+0100,39.0,,35.86,35.86
2015-01-05T22:00:00+0100,36.0,,32.56,32.56
2015-01-05T23:00:00+0100,32.0,,30.03,30.03
2015-01-06T00:00:00+0100,31.0,,30.02,30.02
2015-01-06T01:00:00+0100,29.0,,29.81,29.81
2015-01-06T02:00:00+0100,28.0,,29.41,29.41
2015-01-06T03:00:00+0100,27.0,,27.89,29.11
2015-01-06T04:00:00+0100,28.0,,27.89,29.5
2015-01-06T05:00:00+0100,29.0,,28.01,29.64
2015-01-06T06:00:00+0100,35.0,,29.67,29.67
2015-01-06T07:00:00+0100,42.0,,30.03,30.03
2015-01-06T08:00:00+0100,46.0,,30.5,40.76
2015-01-06T09:00:00+0100,45.0,,30.35,30.35
2015-01-06T10:00:00+0100,43.0,,30.53,30.53
2015-01-06T11:00:00+0100,42.0,,29.91,30.47
2015-01-06T12:00:00+0100,40.0,,29.62,30.06
2015-01-06T13:00:00+0100,39.0,,29.58,29.98
2015-01-06T14:00:00+0100,39.0,,29.57,29.99
2015-01-06T15:00:00+0100,41.0,,29.62,30.48
2015-01-06T16:00:00+0100,44.0,,29.99,30.83
2015-01-06T17:00:00+0100,52.0,,29.65,31.04
2015-01-06T18:00:00+0100,52.0,,29.58,30.52
2015-01-06T19:00:00+0100,46.0,,29.0,29.99
2015-01-06T20:00:00+0100,38.0,,28.45,29.61
2015-01-06T21:00:00+0100,35.0,,28.15,29.15
2015-01-06T22:00:00+0100,33.0,,28.08,28.11
2015-01-06T23:00:00+0100,29.0,,26.97,27.32
2015-01-07T00:00:00+0100,28.0,,26.35,26.35
2015-01-07T01:00:00+0100,27.0,,26.08,26.08
2015-01-07T02:00:00+0100,26.0,,26.03,26.03
2015-01-07T03:00:00+0100,26.0,,26.17,26.17
2015-01-07T04:00:00+0100,27.0,,26.1,26.74
2015-01-07T05:00:00+0100,27.0,,26.84,28.11
2015-01-07T06:00:00+0100,32.0,,30.07,30.27
2015-01-07T07:00:00+0100,42.0,,33.17,33.17
2015-01-07T08:00:00+0100,49.0,,34.1,34.1
2015-01-07T09:00:00+0100,50.0,,33.28,33.28
2015-01-07T10:00:00+0100,49.0,,34.08,34.08
2015-01-07T11:00:00+0100,49.0,,33.63,33.63
2015-01-07T12:00:00+0100,48.0,,32.76,33.11
2015-01-07T13:00:00+0100,47.0,,30.65,33.2
2015-01-07T14:00:00+0100,46.0,,30.31,33.61
2015-01-07T15:00:00+0100,45.0,,29.79,37.43
2015-01-07T16:00:00+0100,47.0,,30.72,40.71
2015-01-07T17:00:00+0100,53.0,,29.56,49.85
2015-01-07T18:00:00+0100,51.0,,28.84,38.06
2015-01-07T19:00:00+0100,43.0,,28.2,33.19
2015-01-07T20:00:00+0100,36.0,,27.75,31.12
2015-01-07T21:00:00+0100,31.0,,27.42,29.84
2015-01-07T22:00:00+0100,25.0,,26.7,28.72
2015-01-07T23:00:00+0100,22.0,,22.11,27.47
2015-01-08T00:00:00+0100,21.0,,21.92,26.51
2015-01-08T01:00:00+0100,19.0,,19.35,25.07
2015-01-08T02:00:00+0100,14.0,,16.11,24.57
2015-01-08T03:00:00+0100,14.0,,14.93,24.44
2015-01-08T04:00:00+0100,15.0,,15.0,24.54
2015-01-08T05:00:00+0100,15.0,,19.04,26.04
2015-01-08T06:00:00+0100,21.0,,26.17,28.19
2015-01-08T07:00:00+0100,28.0,,29.41,29.41
2015-01-08T08:00:00+0100,33.0,,28.1,29.66
2015-01-08T09:00:00+0100,33.0,,28.23,29.52
2015-01-08T10:00:00+0100,33.0,,28.35,29.57
2015-01-08T11:00:00+0100,35.0,,28.46,29.72
2015-01-08T12:00:00+0100,34.0,,28.46,29.72
2015-01-08T13:00:00+0100,34.0,,28.6,29.85
2015-01-08T14:00:00+0100,34.0,,28.45,30.22
2015-01-08T15:00:00+0100,34.0,,28.24,30.83
2015-01-08T16:00:00+0100,36.0,,28.43,31.69
2015-01-08T17:00:00+0100,39.0,,28.4,32.03
2015-01-08T18:00:00+0100,37.0,,27.98,31.05
2015-01-08T19:00:00+0100,34.0,,27.69,30.37
2015-01-08T20:00:00+0100,26.0,,27.46,29.44
2015-01-08T21:00:00+0100,23.0,,27.31,28.62
2015-01-08T22:00:00+0100,19.0,,26.71,27.4
2015-01-08T23:00:00+0100,13.0,,15.93,25.91
2015-01-09T00:00:00+0100,11.0,,11.55,25.89
2015-01-09T01:00:00+0100,10.0,,13.47,25.37
2015-01-09T02:00:00+0100,6.0,,11.23,25.17
2015-01-09T03:00:00+0100,4.0,,16.0,25.12
2015-01-09T04:00:00+0100,3.0,,16.26,25.46
2015-01-09T05:00:00+0100,8.0,,19.94,26.88
2015-01-09T06:00:00+0100,17.0,,24.36,28.17
2015-01-09T07:00:00+0100,24.0,,29.24,29.24
2015-01-09T08:00:00+0100,25.0,,27.45,29.71
2015-01-09T09:00:00+0100,25.0,,27.38,29.11
2015-01-09T10:00:00+0100,24.0,,27.33,29.74
2015-01-09T11:00:00+0100,24.0,,27.23,30.46
2015-01-09T12:00:00+0100,23.0,,27.15,30.51
2015-01-09T13:00:00+0100,22.0,,27.08,29.95
2015-01-09T14:00:00+0100,21.0,,27.03,29.17
2015-01-09T15:00:00+0100,21.0,,27.02,29.47
2015-01-09T16:00:00+0100,21.0,,27.12,30.09
2015-01-09T17:00:00+0100,26.0,,27.15,30.99
2015-01-09T18:00:00+0100,26.0,,27.1,30.63
2015-01-09T19:00:00+0100,23.0,,27.02,29.91
2015-01-09T20:00:00+0100,20.0,,26.96,28.85
2015-01-09T21:00:00+0100,18.0,,26.69,28.32
2015-01-09T22:00:00+0100,17.0,,21.64,27.89
2015-01-09T23:00:00+0100,11.0,,14.72,26.74
2015-01-10T00:00:00+0100,14.0,,21.94,27.84
2015-01-10T01:00:00+0100,9.0,,25.08,27.21
2015-01-10T02:00:00+0100,5.0,,20.91,27.04
2015-01-10T03:00:00+0100,5.0,,20.68,27.47
2015-01-10T04:00:00+0100,1.0,,21.91,27.71
2015-01-10T05:00:00+0100,-1.0,,12.28,27.91
2015-01-10T06:00:00+0100,-1.0,,7.19,27.97
2015-01-10T07:00:00+0100,5.0,,9.31,28.43
2015-01-10T08:00:00+0100,10.0,,11.35,28.55
2015-01-10T09:00:00+0100,12.0,,15.87,28.56
2015-01-10T10:00:00+0100,14.0,,15.84,28.58
2015-01-10T11:00:00+0100,14.0,,14.83,28.42
2015-01-10T12:00:00+0100,14.0,,15.83,28.24
2015-01-10T13:00:00+0100,9.0,,14.85,27.96
2015-01-10T14:00:00+0100,8.0,,11.42,27.84
2015-01-10T15:00:00+0100,7.0,,11.34,27.86
2015-01-10T16:00:00+0100,10.0,,14.15,28.13
2015-01-10T17:00:00+0100,17.0,,17.09,28.36
2015-01-10T18:00:00+0100,17.0,,18.87,28.1
2015-01-10T19:00:00+0100,15.0,,13.44,27.71
2015-01-10T20:00:00+0100,11.0,,15.82,27.86
2015-01-10T21:00:00+0100,9.0,,11.51,27.64
2015-01-10T22:00:00+0100,9.0,,11.81,26.46
2015-01-10T23:00:00+0100,2.0,,5.08,25.54
2015-01-11T00:00:00+0100,-7.0,,0.05,24.97
2015-01-11T01:00:00+0100,-12.0,,-2.06,24.22
2015-01-11T02:00:00+0100,-16.0,,-4.11,24.03
2015-01-11T03:00:00+0100,-16.0,,-5.06,23.44
2015-01-11T04:00:00+0100,-20.0,,-4.12,23.56
2015-01-11T05:00:00+0100,-21.0,,-0.74,23.91
2015-01-11T06:00:00+0100,-23.0,,-0.09,23.9
2015-01-11T07:00:00+0100,-6.0,,0.05,24.71
2015-01-11T08:00:00+0100,-7.0,,0.11,25.18
2015-01-11T09:00:00+0100,4.0,,4.05,25.95
2015-01-11T10:00:00+0100,7.0,,5.61,27.11
2015-01-11T11:00:00+0100,10.0,,9.91,27.84
2015-01-11T12:00:00+0100,8.0,,8.71,27.65
2015-01-11T13:00:00+0100,3.0,,0.11,27.68
2015-01-11T14:00:00+0100,2.0,,0.11,27.65
2015-01-11T15:00:00+0100,1.0,,0.15,27.8
2015-01-11T16:00:00+0100,4.0,,6.73,28.6
2015-01-11T17:00:00+0100,14.0,,13.72,28.97
2015-01-11T18:00:00+0100,15.0,,12.44,29.1
2015-01-11T19:00:00+0100,14.0,,14.88,28.9
2015-01-11T20:00:00+0100,10.0,,9.63,28.57
2015-01-11T21:00:00+0100,8.0,,9.29,28.16
2015-01-11T22:00:00+0100,6.0,,10.18,27.98
2015-01-11T23:00:00+0100,1.0,,0.12,27.64
2015-01-12T00:00:00+0100,-8.0,,9.3,28.47
2015-01-12T01:00:00+0100,-16.0,,2.87,28.1
2015-01-12T02:00:00+0100,-16.0,,0.09,27.95
2015-01-12T03:00:00+0100,-16.0,,0.1,28.07
2015-01-12T04:00:00+0100,-16.0,,0.07,28.48
2015-01-12T05:00:00+0100,2.0,,0.11,27.83
2015-01-12T06:00:00+0100,18.0,,10.05,29.53
2015-01-12T07:00:00+0100,25.0,,17.03,34.59
2015-01-12T08:00:00+0100,31.0,,17.92,34.63
2015-01-12T09:00:00+0100,30.0,,17.66,34.03
2015-01-12T10:00:00+0100,30.0,,17.66,30.84
2015-01-12T11:00:00+0100,31.0,,17.41,30.07
2015-01-12T12:00:00+0100,30.0,,15.43,29.33
2015-01-12T13:00:00+0100,30.0,,14.59,29.39
2015-01-12T14:00:00+0100,30.0,,6.63,28.98
2015-01-12T15:00:00+0100,31.0,,0.15,29.49
2015-01-12T16:00:00+0100,31.0,,15.63,29.7
2015-01-12T17:00:00+0100,35.0,,18.34,30.25
2015-01-12T18:00:00+0100,34.0,,17.86,29.97
2015-01-12T19:00:00+0100,34.0,,16.78,28.93
2015-01-12T20:00:00+0100,29.0,,15.68,28.26
2015-01-12T21:00:00+0100,24.0,,13.91,27.8
2015-01-12T22:00:00+0100,19.0,,14.91,27.63
2015-01-12T23:00:00+0100,11.0,,9.1,9.1
2015-01-13T00:00:00+0100,16.0,,9.27,9.27
2015-01-13T01:00:00+0100,13.0,,10.42,10.42
2015-01-13T02:00:00+0100,12.0,,11.16,11.16
2015-01-13T03:00:00+0100,12.0,,15.9,28.02
2015-01-13T04:00:00+0100,12.0,,17.81,28.95
2015-01-13T05:00:00+0100,15.0,,19.92,29.88
2015-01-13T06:00:00+0100,25.0,,21.05,31.84
2015-01-13T07:00:00+0100,38.0,,32.37,35.04
2015-01-13T08:00:00+0100,36.0,,32.28,35.65
2015-01-13T09:00:00+0100,33.0,,28.47,34.95
2015-01-13T10:00:00+0100,29.0,,26.07,34.87
2015-01-13T11:00:00+0100,29.0,,25.22,34.5
2015-01-13T12:00:00+0100,29.0,,25.25,33.87
2015-01-13T13:00:00+0100,30.0,,24.91,33.82
2015-01-13T14:00:00+0100,30.0,,25.62,34.3
2015-01-13T15:00:00+0100,32.0,,28.91,34.76
2015-01-13T16:00:00+0100,35.0,,26.98,36.61
2015-01-13T17:00:00+0100,42.0,,27.12,42.16
2015-01-13T18:00:00+0100,42.0,,26.98,41.99
2015-01-13T19:00:00+0100,38.0,,26.87,37.75
2015-01-13T20:00:00+0100,34.0,,26.68,31.57
2015-01-13T21:00:00+0100,30.0,,26.42,30.77
2015-01-13T22:00:00+0100,29.0,,27.02,29.86
2015-01-13T23:00:00+0100,25.0,,18.36,28.64
2015-01-14T00:00:00+0100,20.0,,16.06,16.06
2015-01-14T01:00:00+0100,18.0,,15.02,15.02
2015-01-14T02:00:00+0100,16.0,,11.99,11.99
2015-01-14T03:00:00+0100,15.0,,13.68,13.68
2015-01-14T04:00:00+0100,15.0,,13.91,13.91
2015-01-14T05:00:00+0100,18.0,,16.26,16.26
2015-01-14T06:00:00+0100,27.0,,27.32,28.08
2015-01-14T07:00:00+0100,37.0,,30.86,30.86
2015-01-14T08:00:00+0100,39.0,,28.92,32.52
2015-01-14T09:00:00+0100,34.0,,28.76,31.63
2015-01-14T10:00:00+0100,32.0,,29.0,30.49
2015-01-14T11:00:00+0100,32.0,,28.51,30.32
2015-01-14T12:00:00+0100,32.0,,27.59,29.7
2015-01-14T13:00:00+0100,31.0,,27.73,29.58
2015-01-14T14:00:00+0100,32.0,,27.85,30.37
2015-01-14T15:00:00+0100,35.0,,28.85,32.28
2015-01-14T16:00:00+0100,38.0,,30.79,33.89
2015-01-14T17:00:00+0100,46.0,,31.87,35.93
2015-01-14T18:00:00+0100,45.0,,29.99,34.72
2015-01-14T19:00:00+0100,40.0,,28.55,32.79
2015-01-14T20:00:00+0100,34.0,,28.53,29.75
2015-01-14T21:00:00+0100,31.0,,27.96,29.31
2015-01-14T22:00:00+0100,30.0,,23.73,23.73
2015-01-14T23:00:00+0100,23.0,,16.29,16.29
2015-01-15T00:00:00+0100,22.0,,24.36,24.36
2015-01-15T01:00:00+0100,21.0,,21.59,21.59
2015-01-15T02:00:00+0100,18.0,,15.46,15.46
2015-01-15T03:00:00+0100,17.0,,15.44,15.44
2015-01-15T04:00:00+0100,16.0,,15.43,15.43
2015-01-15T05:00:00+0100,17.0,,15.47,15.47
2015-01-15T06:00:00+0100,27.0,,25.85,29.66
2015-01-15T07:00:00+0100,33.0,,26.28,31.92
2015-01-15T08:00:00+0100,33.0,,26.55,33.85
2015-01-15T09:00:00+0100,31.0,,26.42,30.9
2015-01-15T10:00:00+0100,29.0,,26.36,29.97
2015-01-15T11:00:00+0100,29.0,,26.23,29.42
2015-01-15T12:00:00+0100,28.0,,26.12,29.1
2015-01-15T13:00:00+0100,27.0,,26.18,28.99
2015-01-15T14:00:00+0100,27.0,,26.3,28.94
2015-01-15T15:00:00+0100,28.0,,26.37,28.9
2015-01-15T16:00:00+0100,28.0,,26.76,29.94
2015-01-15T17:00:00+0100,33.0,,26.89,31.0
2015-01-15T18:00:00+0100,32.0,,26.65,30.84
2015-01-15T19:00:00+0100,30.0,,26.41,29.86
2015-01-15T20:00:00+0100,26.0,,26.05,28.95
2015-01-15T21:00:00+0100,24.0,,22.05,22.05
2015-01-15T22:00:00+0100,21.0,,19.01,19.01
2015-01-15T23:00:00+0100,13.0,,12.01,12.01
2015-01-16T00:00:00+0100,13.0,,6.95,9.78
2015-01-16T01:00:00+0100,12.0,,6.73,11.64
2015-01-16T02:00:00+0100,12.0,,6.8,9.72
2015-01-16T03:00:00+0100,13.0,,6.76,10.56
2015-01-16T04:00:00+0100,13.0,,6.74,14.11
2015-01-16T05:00:00+0100,16.0,,0.94,16.02
2015-01-16T06:00:00+0100,26.0,,15.0,28.74
2015-01-16T07:00:00+0100,37.0,,25.09,30.02
2015-01-16T08:00:00+0100,40.0,,23.66,30.42
2015-01-16T09:00:00+0100,41.0,,22.52,29.99
2015-01-16T10:00:00+0100,41.0,,24.3,29.87
2015-01-16T11:00:00+0100,41.0,,22.94,29.79
2015-01-16T12:00:00+0100,41.0,,21.96,29.36
2015-01-16T13:00:00+0100,42.0,,24.32,29.16
2015-01-16T14:00:00+0100,43.0,,26.51,29.23
2015-01-16T15:00:00+0100,44.0,,23.91,29.55
2015-01-16T16:00:00+0100,47.0,,27.43,30.27
2015-01-16T17:00:00+0100,53.0,,29.07,38.56
2015-01-16T18:00:00+0100,53.0,,30.08,46.19
2015-01-16T19:00:00+0100,50.0,,27.83,29.94
2015-01-16T20:00:00+0100,46.0,,27.4,28.92
2015-01-16T21:00:00+0100,40.0,,26.95,29.06
2015-01-16T22:00:00+0100,37.0,,26.85,28.9
2015-01-16T23:00:00+0100,33.0,,26.75,28.1
2015-01-17T00:00:00+0100,29.0,,26.88,28.0
2015-01-17T01:00:00+0100,27.0,,26.78,26.81
2015-01-17T02:00:00+0100,27.0,,26.67,26.67
2015-01-17T03:00:00+0100,25.0,,26.7,26.7
2015-01-17T04:00:00+0100,25.0,,26.66,26.66
2015-01-17T05:00:00+0100,24.0,,26.74,27.24
2015-01-17T06:00:00+0100,25.0,,26.87,27.34
2015-01-17T07:00:00+0100,29.0,,27.2,28.45
2015-01-17T08:00:00+0100,34.0,,27.61,29.02
2015-01-17T09:00:00+0100,38.0,,27.99,29.72
2015-01-17T10:00:00+0100,39.0,,28.35,29.59
2015-01-17T11:00:00+0100,39.0,,28.53,29.45
2015-01-17T12:00:00+0100,35.0,,27.42,29.07
2015-01-17T13:00:00+0100,33.0,,27.52,28.53
2015-01-17T14:00:00+0100,33.0,,27.09,28.62
2015-01-17T15:00:00+0100,34.0,,27.27,29.13
2015-01-17T16:00:00+0100,36.0,,27.78,30.07
2015-01-17T17:00:00+0100,42.0,,28.23,40.05
2015-01-17T18:00:00+0100,44.0,,28.1,30.9
2015-01-17T19:00:00+0100,39.0,,27.74,29.78
2015-01-17T20:00:00+0100,32.0,,27.24,28.25
2015-01-17T21:00:00+0100,29.0,,26.93,28.19
2015-01-17T22:00:00+0100,29.0,,27.46,28.13
2015-01-17T23:00:00+0100,22.0,,24.5,27.4
2015-01-18T00:00:00+0100,22.0,,23.35,26.24
2015-01-18T01:00:00+0100,19.0,,21.19,25.93
2015-01-18T02:00:00+0100,18.0,,22.24,25.55
2015-01-18T03:00:00+0100,19.0,,22.31,25.62
2015-01-18T04:00:00+0100,19.0,,22.32,25.29
2015-01-18T05:00:00+0100,18.0,,22.11,25.68
2015-01-18T06:00:00+0100,17.0,,24.9,26.28
2015-01-18T07:00:00+0100,18.0,,26.68,26.68
2015-01-18T08:00:00+0100,20.0,,27.03,27.03
2015-01-18T09:00:00+0100,25.0,,27.22,27.86
2015-01-18T10:00:00+0100,28.0,,27.24,28.16
2015-01-18T11:00:00+0100,30.0,,28.22,28.29
2015-01-18T12:00:00+0100,31.0,,28.15,28.15
2015-01-18T13:00:00+0100,31.0,,27.85,27.91
2015-01-18T14:00:00+0100,28.0,,28.17,28.27
2015-01-18T15:00:00+0100,31.0,,29.24,29.24
2015-01-18T16:00:00+0100,27.0,,30.44,30.44
2015-01-18T17:00:00+0100,35.0,,31.94,32.47
2015-01-18T18:00:00+0100,38.0,,32.45,32.45
2015-01-18T19:00:00+0100,36.0,,30.94,30.94
2015-01-18T20:00:00+0100,37.0,,29.8,29.8
2015-01-18T21:00:00+0100,34.0,,29.63,29.67
2015-01-18T22:00:00+0100,34.0,,28.54,29.76
2015-01-18T23:00:00+0100,32.0,,28.42,28.49
2015-01-19T00:00:00+0100,25.0,,27.92,27.92
2015-01-19T01:00:00+0100,23.0,,27.7,27.7
2015-01-19T02:00:00+0100,24.0,,27.65,27.65
2015-01-19T03:00:00+0100,24.0,,27.73,27.73
2015-01-19T04:00:00+0100,24.0,,28.07,28.07
2015-01-19T05:00:00+0100,26.0,,28.92,28.92
2015-01-19T06:00:00+0100,34.0,,31.12,31.12
2015-01-19T07:00:00+0100,48.0,,37.83,37.83
2015-01-19T08:00:00+0100,51.0,,45.36,45.36
2015-01-19T09:00:00+0100,52.0,,42.65,42.65
2015-01-19T10:00:00+0100,50.0,,36.31,36.31
2015-01-19T11:00:00+0100,50.0,,34.41,34.41
2015-01-19T12:00:00+0100,50.0,,44.97,44.97
2015-01-19T13:00:00+0100,50.0,,46.15,46.15
2015-01-19T14:00:00+0100,49.0,,46.08,46.08
2015-01-19T15:00:00+0100,49.0,,34.37,34.37
2015-01-19T16:00:00+0100,51.0,,33.73,33.73
2015-01-19T17:00:00+0100,55.0,,41.95,41.95
2015-01-19T18:00:00+0100,56.0,,33.12,33.12
2015-01-19T19:00:00+0100,51.0,,31.46,31.46
2015-01-19T20:00:00+0100,47.0,,30.27,30.27
2015-01-19T21:00:00+0100,41.0,,29.74,29.74
2015-01-19T22:00:00+0100,38.0,,28.98,28.98
2015-01-19T23:00:00+0100,32.0,,28.46,28.46
2015-01-20T00:00:00+0100,32.0,,28.62,28.62
2015-01-20T01:00:00+0100,31.0,,28.22,28.22
2015-01-20T02:00:00+0100,30.0,,28.07,28.07
2015-01-20T03:00:00+0100,31.0,,28.02,28.02
2015-01-20T04:00:00+0100,29.0,,28.39,28.39
2015-01-20T05:00:00+0100,31.0,,29.17,29.17
2015-01-20T06:00:00+0100,44.0,,31.76,31.76
2015-01-20T07:00:00+0100,53.0,,50.08,50.08
2015-01-20T08:00:00+0100,56.0,,57.52,57.52
2015-01-20T09:00:00+0100,56.0,,53.7,53.7
2015-01-20T10:00:00+0100,55.0,,53.01,53.01
2015-01-20T11:00:00+0100,54.0,,53.02,53.02
2015-01-20T12:00:00+0100,52.0,,47.73,47.73
2015-01-20T13:00:00+0100,51.0,,47.76,47.76
2015-01-20T14:00:00+0100,50.0,,47.69,47.69
2015-01-20T15:00:00+0100,50.0,,44.49,44.49
2015-01-20T16:00:00+0100,51.0,,46.11,46.11
2015-01-20T17:00:00+0100,56.0,,57.48,57.48
2015-01-20T18:00:00+0100,60.0,,46.12,47.8
2015-01-20T19:00:00+0100,55.0,,44.4,44.4
2015-01-20T20:00:00+0100,48.0,,30.69,30.69
2015-01-20T21:00:00+0100,43.0,,30.45,30.45
2015-01-20T22:00:00+0100,39.0,,29.51,29.51
